 INFO  Accepting connections at http://localhost:8765
 HTTP  4/27/2026 9:49:28 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:49:28 PM ::1 GET /data.js
 HTTP  4/27/2026 9:49:28 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:49:28 PM ::1 GET /app.js
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:28 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:28 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:49:28 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:49:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:29 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:49:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:29 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:49:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:29 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:49:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:29 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:49:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:29 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:49:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:29 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:49:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:30 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:49:30 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:30 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:49:30 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:30 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:49:30 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:51 PM ::1 GET /
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:51 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:49:51 PM ::1 GET /data.js
 HTTP  4/27/2026 9:49:51 PM ::1 GET /app.js
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:51 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:51 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:49:51 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:49:51 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:51 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:51 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:49:51 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:52 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:49:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:52 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:49:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:52 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:49:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:52 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:49:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:52 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:49:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:52 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:49:52 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:53 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:49:53 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:49:53 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:49:53 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:13 PM ::1 GET /
 HTTP  4/27/2026 9:50:13 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:50:14 PM ::1 GET /data.js
 HTTP  4/27/2026 9:50:14 PM ::1 GET /app.js
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:14 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:50:14 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:15 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:50:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:15 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:50:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:15 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:50:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:15 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:50:15 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:50:15 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:50:15 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:16 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:50:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:16 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:50:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:36 PM ::1 GET /
 HTTP  4/27/2026 9:50:36 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:36 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:50:36 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:50:36 PM ::1 GET /data.js
 HTTP  4/27/2026 9:50:36 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:50:36 PM ::1 GET /app.js
 HTTP  4/27/2026 9:50:36 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:36 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:36 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:50:36 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:36 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:50:36 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:36 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:37 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:50:37 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:37 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:50:37 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:37 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:50:37 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:37 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:50:37 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:50:37 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:50:37 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:38 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:50:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:38 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:50:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:38 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:50:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:38 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:50:38 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:39 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:50:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:39 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:50:39 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:59 PM ::1 GET /
 HTTP  4/27/2026 9:50:59 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:59 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:50:59 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:59 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:50:59 PM ::1 GET /data.js
 HTTP  4/27/2026 9:50:59 PM ::1 GET /app.js
 HTTP  4/27/2026 9:50:59 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:50:59 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:50:59 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:59 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:59 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:50:59 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:50:59 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:00 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:51:00 PM ::1 Returned 200 in 4 ms
 HTTP  4/27/2026 9:51:00 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:51:00 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:00 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:51:00 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:00 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:51:00 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:00 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:51:00 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:00 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:51:00 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:01 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:51:01 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:01 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:51:01 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:01 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:51:01 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:02 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:51:02 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:02 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:51:02 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:22 PM ::1 GET /
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:22 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:22 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:51:22 PM ::1 GET /data.js
 HTTP  4/27/2026 9:51:22 PM ::1 GET /app.js
 HTTP  4/27/2026 9:51:22 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:22 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:22 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:51:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:23 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:51:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:23 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:51:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:23 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:51:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:23 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:51:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:23 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:51:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:23 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:51:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:24 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:51:24 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:24 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:51:24 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:24 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:51:24 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:25 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:51:25 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:45 PM ::1 GET /
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:45 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:45 PM ::1 GET /data.js
 HTTP  4/27/2026 9:51:45 PM ::1 GET /app.js
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:45 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:45 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:51:45 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:45 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:45 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:51:45 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:46 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:51:46 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:46 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:51:46 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:46 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:51:46 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:46 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:51:46 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:46 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:51:46 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:46 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:51:46 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:51:47 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:51:47 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:47 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:51:47 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:51:47 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:51:47 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:08 PM ::1 GET /
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:08 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:08 PM ::1 GET /data.js
 HTTP  4/27/2026 9:52:08 PM ::1 GET /app.js
 HTTP  4/27/2026 9:52:08 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:08 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:52:08 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:08 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:52:08 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:08 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:52:08 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:09 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:52:09 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:09 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:52:09 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:09 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:52:09 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:09 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:52:09 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:09 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:52:09 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:09 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:52:09 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:10 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:52:10 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:10 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:52:10 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:30 PM ::1 GET /
 HTTP  4/27/2026 9:52:30 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:52:31 PM ::1 GET /data.js
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /app.js
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:52:31 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:31 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:52:31 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:32 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:52:32 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:32 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:52:32 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:32 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:52:32 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:32 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:52:32 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:32 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:52:32 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:33 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:52:33 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:33 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:52:33 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:53 PM ::1 GET /
 HTTP  4/27/2026 9:52:53 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:53 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:52:53 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:53 PM ::1 GET /tailwind-out.css
 HTTP  4/27/2026 9:52:53 PM ::1 GET /data.js
 HTTP  4/27/2026 9:52:53 PM ::1 GET /styles.css
 HTTP  4/27/2026 9:52:53 PM ::1 GET /app.js
 HTTP  4/27/2026 9:52:53 PM ::1 GET /sw-cleanup.js
 HTTP  4/27/2026 9:52:53 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:53 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:53 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:53 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:53 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:54 PM ::1 GET /src/modules/catalog/ingredients.js
 HTTP  4/27/2026 9:52:54 PM ::1 Returned 200 in 2 ms
 HTTP  4/27/2026 9:52:54 PM ::1 GET /src/modules/recipes/recipes.js
 HTTP  4/27/2026 9:52:54 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:54 PM ::1 GET /src/modules/log/day-log.js
 HTTP  4/27/2026 9:52:54 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:54 PM ::1 GET /src/modules/log/gap-engine.js
 HTTP  4/27/2026 9:52:54 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:54 PM ::1 GET /src/modules/carryover/carryover-engine.js
 HTTP  4/27/2026 9:52:54 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:55 PM ::1 GET /src/modules/history/day-history.js
 HTTP  4/27/2026 9:52:55 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:55 PM ::1 GET /src/modules/insights/insights-engine.js
 HTTP  4/27/2026 9:52:55 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:55 PM ::1 GET /src/modules/observability/tracer.js
 HTTP  4/27/2026 9:52:55 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:55 PM ::1 GET /src/store/supabase-config.js
 HTTP  4/27/2026 9:52:55 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:52:56 PM ::1 GET /src/modules/identity/auth.js
 HTTP  4/27/2026 9:52:56 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:52:56 PM ::1 GET /src/store/remote-store.js
 HTTP  4/27/2026 9:52:56 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:53:16 PM ::1 GET /
 HTTP  4/27/2026 9:53:16 PM ::1 Returned 200 in 0 ms
 HTTP  4/27/2026 9:53:16 PM ::1 GET /src/store/local-store.js
 HTTP  4/27/2026 9:53:16 PM ::1 Returned 200 in 1 ms
 HTTP  4/27/2026 9:53:16 PM ::1 GET /data.js
 HTTP  4/27/2026 9:53:16 PM ::1 GET /app.js
 HTTP  4/27/2026 9:53:16 PM ::1 GET /tailwind-out.css
